Call Id,Date,Agent,Department,Answered (Y/N),Resolved,Speed of Answer,AvgTalkDuration,Satisfaction rating
ID1087,2015-01-19 16:56:38.400,Joe,Fridge,Y,Y,115.0,00:06:46.702000,4.0
ID1088,2015-01-19 16:56:38.400,Dan,Toaster,Y,Y,106.0,00:01:50.550000,4.0
ID1089,2015-01-19 17:15:21.600,Becky,Television,Y,Y,35.0,00:00:59.408000,3.0
ID1090,2015-01-19 17:15:21.600,Diane,Washing Machine,Y,Y,48.0,00:06:34.741000,4.0
ID1091,2015-01-19 17:24:00.000,Jim,Washing Machine,N,N,,,
ID1092,2015-01-19 17:24:00.000,Jim,Air Conditioner,Y,Y,56.0,00:06:37.529000,4.0
ID1093,2015-01-20 09:05:45.600,Stewart,Air Conditioner,N,N,,,
ID1094,2015-01-20 09:05:45.600,Stewart,Fridge,Y,Y,99.0,00:04:39.454000,4.0
ID1095,2015-01-20 09:46:04.800,Joe,Fridge,Y,Y,71.0,00:02:41.286000,3.0
ID1096,2015-01-20 09:46:04.800,Stewart,Toaster,Y,Y,54.0,00:04:24.113000,4.0
ID1097,2015-01-20 09:46:04.800,Greg,Fridge,N,N,,,
ID1098,2015-01-20 09:46:04.800,Dan,Toaster,N,N,,,
ID1099,2015-01-20 09:46:04.800,Jim,Television,Y,Y,54.0,00:01:25.921000,4.0
ID1100,2015-01-20 09:46:04.800,Joe,Air Conditioner,Y,Y,62.0,00:01:48.556000,2.0
ID1101,2015-01-20 10:22:04.800,Stewart,Toaster,Y,Y,24.0,00:04:08.325000,4.0
ID1102,2015-01-20 10:22:04.800,Jim,Fridge,Y,Y,94.0,00:04:10.407000,5.0
ID1103,2015-01-20 11:24:00.000,Becky,Toaster,Y,Y,43.0,00:00:55.659000,3.0
ID1104,2015-01-20 11:24:00.000,Martha,Television,N,N,,,
ID1105,2015-01-20 12:00:00.000,Joe,Television,Y,Y,58.0,00:04:14.306000,5.0
ID1106,2015-01-20 12:00:00.000,Greg,Toaster,Y,Y,15.0,00:06:35.130000,1.0
ID1107,2015-01-20 12:07:12.000,Becky,Washing Machine,Y,Y,102.0,00:01:16.237000,1.0
ID1108,2015-01-20 12:07:12.000,Greg,Washing Machine,Y,Y,40.0,00:05:21.684000,2.0
ID1109,2015-01-20 12:27:21.600,Diane,Air Conditioner,Y,Y,63.0,00:04:49.539000,2.0
ID1110,2015-01-20 12:27:21.600,Martha,Television,Y,Y,77.0,00:06:22.125000,4.0
ID1111,2015-01-20 12:59:02.400,Martha,Air Conditioner,Y,Y,93.0,00:05:30.102000,4.0
ID1112,2015-01-20 12:59:02.400,Becky,Television,Y,Y,101.0,00:03:21.891000,5.0
ID1113,2015-01-20 13:00:28.800,Stewart,Toaster,Y,Y,34.0,00:00:33.986000,5.0
ID1114,2015-01-20 13:00:28.800,Stewart,Toaster,Y,Y,64.0,00:01:33.992000,5.0
ID1115,2015-01-20 13:26:24.000,Greg,Air Conditioner,Y,N,25.0,00:06:32.047000,3.0
ID1116,2015-01-20 13:26:24.000,Jim,Fridge,Y,Y,122.0,00:02:12.525000,4.0
ID1117,2015-01-20 13:26:24.000,Stewart,Television,Y,Y,36.0,00:01:01.236000,4.0
ID1118,2015-01-20 13:26:24.000,Stewart,Washing Machine,Y,Y,37.0,00:01:33.797000,3.0
ID1119,2015-01-20 13:59:31.200,Joe,Television,Y,Y,112.0,00:06:45.920000,3.0
ID1120,2015-01-20 13:59:31.200,Diane,Toaster,N,N,,,
ID1121,2015-01-20 14:03:50.400,Jim,Fridge,Y,Y,57.0,00:04:52.777000,3.0
ID1122,2015-01-20 14:03:50.400,Jim,Fridge,Y,Y,14.0,00:02:28.116000,3.0
ID1123,2015-01-20 16:00:28.800,Becky,Fridge,Y,Y,72.0,00:04:11.359000,2.0
ID1124,2015-01-20 16:00:28.800,Becky,Fridge,Y,Y,60.0,00:06:31.988000,3.0
ID1125,2015-01-20 16:20:38.400,Becky,Toaster,Y,Y,52.0,00:02:56.854000,5.0
ID1126,2015-01-20 16:20:38.400,Stewart,Washing Machine,N,N,,,
ID1127,2015-01-20 17:42:43.200,Joe,Television,Y,Y,73.0,00:00:45.214000,3.0
ID1128,2015-01-20 17:42:43.200,Becky,Washing Machine,Y,Y,108.0,00:02:19.588000,4.0
ID1129,2015-01-20 17:55:40.800,Joe,Television,Y,Y,50.0,00:01:48.373000,4.0
ID1130,2015-01-20 17:55:40.800,Stewart,Air Conditioner,N,N,,,
ID1131,2015-01-20 17:57:07.200,Joe,Fridge,Y,N,100.0,00:04:04.149000,2.0
ID1132,2015-01-20 17:57:07.200,Joe,Air Conditioner,Y,Y,69.0,00:01:21.627000,3.0
ID1133,2015-01-21 09:20:09.600,Becky,Television,Y,Y,39.0,00:02:11.116000,1.0
ID1134,2015-01-21 09:20:09.600,Jim,Air Conditioner,Y,Y,71.0,00:02:54.382000,5.0
ID1135,2015-01-21 09:37:26.400,Dan,Television,N,N,,,
ID1136,2015-01-21 09:37:26.400,Greg,Air Conditioner,Y,Y,79.0,00:01:18.957000,5.0
ID1137,2015-01-21 09:56:09.600,Martha,Washing Machine,Y,Y,57.0,00:05:24.251000,3.0
ID1138,2015-01-21 09:56:09.600,Diane,Fridge,Y,Y,82.0,00:04:52.573000,4.0
ID1139,2015-01-21 10:14:52.800,Jim,Washing Machine,Y,Y,73.0,00:03:12.803000,1.0
ID1140,2015-01-21 10:14:52.800,Jim,Air Conditioner,Y,Y,110.0,00:02:10.653000,5.0
ID1141,2015-01-21 10:19:12.000,Martha,Fridge,Y,Y,106.0,00:01:48.953000,5.0
ID1142,2015-01-21 10:19:12.000,Jim,Television,Y,Y,92.0,00:02:12.748000,4.0
ID1143,2015-01-21 10:24:57.600,Greg,Television,Y,Y,28.0,00:06:00.413000,4.0
ID1144,2015-01-21 10:24:57.600,Martha,Washing Machine,Y,Y,108.0,00:06:02.484000,1.0
ID1145,2015-01-21 10:53:45.600,Becky,Television,Y,Y,57.0,00:01:46.901000,4.0
ID1146,2015-01-21 10:53:45.600,Martha,Washing Machine,Y,Y,109.0,00:05:56.245000,3.0
ID1147,2015-01-21 10:59:31.200,Greg,Washing Machine,Y,Y,55.0,00:01:37.282000,2.0
ID1148,2015-01-21 10:59:31.200,Martha,Air Conditioner,N,N,,,
ID1149,2015-01-21 11:15:21.600,Dan,Toaster,Y,Y,68.0,00:06:52.627000,1.0
ID1150,2015-01-21 11:15:21.600,Jim,Fridge,Y,N,46.0,00:00:34.172000,3.0
ID1151,2015-01-21 12:02:52.800,Jim,Air Conditioner,Y,Y,30.0,00:04:58.510000,3.0
ID1152,2015-01-21 12:02:52.800,Martha,Fridge,Y,Y,107.0,00:00:49.847000,4.0
ID1153,2015-01-21 12:02:52.800,Greg,Air Conditioner,Y,Y,122.0,00:06:24.862000,5.0
ID1154,2015-01-21 12:02:52.800,Martha,Fridge,N,N,,,
ID1155,2015-01-21 12:07:12.000,Stewart,Air Conditioner,Y,Y,18.0,00:00:36.913000,5.0
ID1156,2015-01-21 12:07:12.000,Joe,Television,N,N,,,
ID1157,2015-01-21 15:47:31.200,Joe,Toaster,N,N,,,
ID1158,2015-01-21 15:47:31.200,Joe,Air Conditioner,N,N,,,
ID1159,2015-01-21 15:48:57.600,Martha,Air Conditioner,N,N,,,
ID1160,2015-01-21 15:48:57.600,Stewart,Television,Y,Y,99.0,00:02:13.872000,4.0
ID1161,2015-01-21 16:03:21.600,Dan,Washing Machine,Y,Y,52.0,00:01:47.251000,2.0
ID1162,2015-01-21 16:03:21.600,Martha,Fridge,N,N,,,
ID1163,2015-01-21 16:20:38.400,Becky,Toaster,N,N,,,
ID1164,2015-01-21 16:20:38.400,Jim,Washing Machine,Y,Y,79.0,00:00:46.992000,3.0
ID1165,2015-01-21 16:29:16.800,Martha,Television,Y,Y,112.0,00:02:51.367000,5.0
ID1166,2015-01-21 16:29:16.800,Diane,Toaster,Y,Y,16.0,00:04:23.295000,3.0
ID1167,2015-01-21 16:46:33.600,Joe,Washing Machine,Y,Y,22.0,00:06:57.582000,3.0
ID1168,2015-01-21 16:46:33.600,Dan,Washing Machine,Y,Y,115.0,00:01:24.778000,1.0
ID1169,2015-01-21 17:11:02.400,Dan,Air Conditioner,Y,Y,125.0,00:04:37.086000,4.0
ID1170,2015-01-21 17:11:02.400,Martha,Toaster,Y,Y,68.0,00:05:06.386000,3.0
ID1171,2015-01-21 17:26:52.800,Jim,Air Conditioner,Y,Y,44.0,00:01:15.506000,4.0
ID1172,2015-01-21 17:26:52.800,Becky,Air Conditioner,N,N,,,
ID1173,2015-01-21 17:26:52.800,Stewart,Television,Y,Y,119.0,00:00:41.843000,4.0
ID1174,2015-01-21 17:26:52.800,Martha,Television,Y,Y,62.0,00:00:54.284000,5.0
ID1175,2015-01-21 17:26:52.800,Greg,Television,Y,Y,84.0,00:06:04.261000,5.0
ID1176,2015-01-21 17:26:52.800,Martha,Air Conditioner,N,N,,,
ID1177,2015-01-21 17:36:57.600,Greg,Television,Y,Y,75.0,00:06:27.803000,4.0
ID1178,2015-01-21 17:36:57.600,Martha,Toaster,Y,Y,114.0,00:02:54.476000,4.0
ID1179,2015-01-21 17:38:24.000,Dan,Air Conditioner,N,N,,,
ID1180,2015-01-21 17:38:24.000,Stewart,Fridge,Y,Y,21.0,00:02:09.612000,4.0
ID1181,2015-01-22 09:11:31.200,Stewart,Air Conditioner,N,N,,,
ID1182,2015-01-22 09:11:31.200,Diane,Fridge,Y,Y,20.0,00:01:07.827000,3.0
ID1183,2015-01-22 09:11:31.200,Diane,Air Conditioner,Y,Y,112.0,00:03:37.252000,1.0
ID1184,2015-01-22 09:11:31.200,Becky,Television,Y,Y,85.0,00:05:24.316000,4.0
ID1185,2015-01-22 09:24:28.800,Martha,Fridge,Y,Y,34.0,00:06:06.761000,3.0
ID1186,2015-01-22 09:24:28.800,Diane,Television,Y,Y,53.0,00:05:02.446000,4.0
ID1187,2015-01-22 09:48:57.600,Martha,Television,Y,Y,103.0,00:02:14.448000,5.0
ID1188,2015-01-22 09:48:57.600,Becky,Washing Machine,Y,Y,98.0,00:06:53.059000,4.0
ID1189,2015-01-22 09:59:02.400,Becky,Air Conditioner,Y,Y,23.0,00:04:43.564000,1.0
ID1190,2015-01-22 09:59:02.400,Martha,Fridge,Y,Y,53.0,00:01:16.903000,2.0
ID1191,2015-01-22 10:37:55.200,Becky,Air Conditioner,N,N,,,
ID1192,2015-01-22 10:37:55.200,Diane,Washing Machine,Y,N,55.0,00:04:39.549000,4.0
ID1193,2015-01-22 11:39:50.400,Martha,Fridge,Y,Y,77.0,00:05:01.751000,5.0
ID1194,2015-01-22 11:39:50.400,Becky,Air Conditioner,Y,Y,46.0,00:06:05.140000,3.0
ID1195,2015-01-22 11:42:43.200,Greg,Air Conditioner,N,N,,,
ID1196,2015-01-22 11:42:43.200,Martha,Toaster,Y,Y,39.0,00:05:04.830000,4.0
ID1197,2015-01-22 11:55:40.800,Greg,Toaster,Y,Y,13.0,00:06:59.960000,3.0
ID1198,2015-01-22 11:55:40.800,Jim,Fridge,Y,Y,84.0,00:05:33.728000,5.0
ID1199,2015-01-22 11:55:40.800,Dan,Fridge,Y,Y,60.0,00:04:46.381000,3.0
ID1200,2015-01-22 11:55:40.800,Dan,Fridge,Y,Y,32.0,00:00:34.997000,5.0
ID1201,2015-01-22 12:47:31.200,Stewart,Air Conditioner,N,N,,,
ID1202,2015-01-22 12:47:31.200,Greg,Washing Machine,N,N,,,
ID1203,2015-01-22 14:19:40.800,Joe,Fridge,N,N,,,
ID1204,2015-01-22 14:19:40.800,Dan,Toaster,Y,Y,67.0,00:06:42.347000,4.0
ID1205,2015-01-22 14:22:33.600,Stewart,Television,Y,N,94.0,00:03:57.922000,4.0
ID1206,2015-01-22 14:22:33.600,Stewart,Television,Y,Y,92.0,00:06:10.420000,1.0
ID1207,2015-01-22 14:44:09.600,Becky,Television,Y,Y,35.0,00:01:09.808000,3.0
ID1208,2015-01-22 14:44:09.600,Diane,Fridge,Y,Y,57.0,00:01:21.361000,5.0
ID1209,2015-01-22 14:48:28.800,Stewart,Television,N,N,,,
ID1210,2015-01-22 14:48:28.800,Jim,Fridge,Y,Y,15.0,00:04:54.755000,4.0
ID1211,2015-01-22 14:49:55.200,Becky,Fridge,Y,N,54.0,00:03:15.445000,5.0
ID1212,2015-01-22 14:49:55.200,Greg,Toaster,Y,Y,99.0,00:01:00.095000,1.0
ID1213,2015-01-22 15:30:14.400,Martha,Washing Machine,N,N,,,
ID1214,2015-01-22 15:30:14.400,Jim,Television,N,N,,,
ID1215,2015-01-22 15:56:09.600,Martha,Television,N,N,,,
ID1216,2015-01-22 15:56:09.600,Martha,Fridge,N,N,,,
ID1217,2015-01-22 16:01:55.200,Martha,Toaster,N,N,,,
ID1218,2015-01-22 16:01:55.200,Becky,Television,Y,Y,78.0,00:01:04.680000,5.0
ID1219,2015-01-22 16:39:21.600,Greg,Fridge,N,N,,,
ID1220,2015-01-22 16:39:21.600,Jim,Toaster,Y,N,35.0,00:05:08.604000,5.0
ID1221,2015-01-22 16:50:52.800,Becky,Washing Machine,N,N,,,
ID1222,2015-01-22 16:50:52.800,Stewart,Washing Machine,Y,Y,33.0,00:06:09.228000,5.0
ID1223,2015-01-22 16:56:38.400,Greg,Television,Y,Y,72.0,00:04:09.156000,5.0
ID1224,2015-01-22 16:56:38.400,Joe,Air Conditioner,Y,N,82.0,00:05:01.771000,1.0
ID1225,2015-01-22 17:25:26.400,Greg,Fridge,N,N,,,
ID1226,2015-01-22 17:25:26.400,Greg,Toaster,Y,Y,115.0,00:04:11.605000,5.0
ID1227,2015-01-22 17:38:24.000,Diane,Television,Y,Y,64.0,00:01:41.883000,3.0
ID1228,2015-01-22 17:38:24.000,Martha,Air Conditioner,N,N,,,
ID1229,2015-01-22 17:47:02.400,Jim,Toaster,Y,Y,71.0,00:04:01.068000,2.0
ID1230,2015-01-22 17:47:02.400,Becky,Television,Y,N,50.0,00:05:08.024000,3.0
ID1231,2015-01-23 09:31:40.800,Greg,Television,Y,Y,116.0,00:01:12.706000,2.0
ID1232,2015-01-23 09:31:40.800,Martha,Fridge,Y,Y,52.0,00:01:26.708000,5.0
ID1233,2015-01-23 09:40:19.200,Greg,Air Conditioner,Y,Y,112.0,00:03:36.890000,5.0
ID1234,2015-01-23 09:40:19.200,Stewart,Fridge,Y,Y,116.0,00:02:42.371000,3.0
ID1235,2015-01-23 09:51:50.400,Becky,Toaster,Y,N,112.0,00:06:17.873000,2.0
ID1236,2015-01-23 09:51:50.400,Dan,Television,Y,Y,53.0,00:05:46.067000,4.0
ID1237,2015-01-23 09:57:36.000,Diane,Fridge,Y,Y,12.0,00:05:30.847000,3.0
ID1238,2015-01-23 09:57:36.000,Joe,Air Conditioner,Y,N,120.0,00:00:54.208000,4.0
ID1239,2015-01-23 10:49:26.400,Diane,Fridge,N,N,,,
ID1240,2015-01-23 10:49:26.400,Dan,Air Conditioner,Y,Y,118.0,00:02:49.251000,4.0
ID1241,2015-01-23 11:00:57.600,Jim,Washing Machine,Y,Y,121.0,00:02:48.723000,2.0
ID1242,2015-01-23 11:00:57.600,Martha,Television,Y,Y,83.0,00:06:48.183000,5.0
ID1243,2015-01-23 11:18:14.400,Joe,Television,Y,Y,84.0,00:01:20.549000,5.0
ID1244,2015-01-23 11:18:14.400,Becky,Toaster,Y,N,63.0,00:05:00.066000,4.0
ID1245,2015-01-23 11:29:45.600,Jim,Air Conditioner,Y,Y,33.0,00:03:29.435000,3.0
ID1246,2015-01-23 11:29:45.600,Dan,Washing Machine,N,N,,,
ID1247,2015-01-23 11:32:38.400,Greg,Fridge,Y,N,10.0,00:01:00.775000,5.0
ID1248,2015-01-23 11:32:38.400,Joe,Fridge,Y,Y,100.0,00:00:42.010000,5.0
ID1249,2015-01-23 11:35:31.200,Diane,Washing Machine,Y,Y,110.0,00:05:03.423000,5.0
ID1250,2015-01-23 11:35:31.200,Stewart,Toaster,Y,Y,28.0,00:05:16.286000,2.0
ID1251,2015-01-23 11:36:57.600,Joe,Fridge,Y,Y,74.0,00:01:14.730000,3.0
ID1252,2015-01-23 11:36:57.600,Jim,Fridge,Y,Y,18.0,00:01:20.578000,3.0
ID1253,2015-01-23 11:44:09.600,Becky,Television,Y,Y,22.0,00:06:12.350000,3.0
ID1254,2015-01-23 11:44:09.600,Diane,Television,N,N,,,
ID1255,2015-01-23 11:55:40.800,Martha,Washing Machine,Y,Y,15.0,00:03:37.060000,3.0
ID1256,2015-01-23 11:55:40.800,Martha,Fridge,Y,Y,120.0,00:04:11.869000,2.0
ID1257,2015-01-23 12:14:24.000,Martha,Washing Machine,Y,Y,26.0,00:03:46.630000,3.0
ID1258,2015-01-23 12:14:24.000,Diane,Toaster,Y,Y,33.0,00:01:44.242000,5.0
ID1259,2015-01-23 12:43:12.000,Dan,Television,Y,Y,18.0,00:01:14.355000,4.0
ID1260,2015-01-23 12:43:12.000,Greg,Toaster,Y,Y,29.0,00:05:55.102000,5.0
ID1261,2015-01-23 12:54:43.200,Greg,Toaster,Y,Y,89.0,00:01:34.466000,2.0
ID1262,2015-01-23 12:54:43.200,Martha,Air Conditioner,N,N,,,
ID1263,2015-01-23 13:33:36.000,Diane,Fridge,Y,Y,44.0,00:03:11.784000,5.0
ID1264,2015-01-23 13:33:36.000,Diane,Washing Machine,Y,N,62.0,00:03:33.121000,4.0
ID1265,2015-01-23 13:37:55.200,Dan,Fridge,Y,Y,29.0,00:01:49.604000,5.0
ID1266,2015-01-23 13:37:55.200,Joe,Fridge,Y,Y,10.0,00:06:41.826000,5.0
ID1267,2015-01-23 14:13:55.200,Dan,Toaster,Y,Y,75.0,00:02:00.055000,4.0
ID1268,2015-01-23 14:13:55.200,Martha,Television,N,N,,,
ID1269,2015-01-23 14:52:48.000,Dan,Air Conditioner,Y,Y,33.0,00:01:05.687000,5.0
ID1270,2015-01-23 14:52:48.000,Becky,Air Conditioner,N,N,,,
ID1271,2015-01-23 16:01:55.200,Becky,Toaster,Y,N,56.0,00:01:57.834000,4.0
ID1272,2015-01-23 16:01:55.200,Martha,Fridge,N,N,,,
ID1273,2015-01-23 16:13:26.400,Stewart,Washing Machine,Y,N,31.0,00:00:31.149000,3.0
ID1274,2015-01-23 16:13:26.400,Greg,Television,Y,Y,56.0,00:01:20.237000,2.0
ID1275,2015-01-23 16:37:55.200,Jim,Toaster,Y,Y,53.0,00:01:42.755000,4.0
ID1276,2015-01-23 16:37:55.200,Diane,Air Conditioner,Y,Y,12.0,00:05:48.291000,3.0
ID1277,2015-01-23 16:45:07.200,Stewart,Television,Y,Y,53.0,00:06:02.884000,3.0
ID1278,2015-01-23 16:45:07.200,Diane,Television,Y,Y,116.0,00:04:58.071000,3.0
ID1279,2015-01-23 17:24:00.000,Joe,Toaster,Y,Y,19.0,00:01:11.295000,4.0
ID1280,2015-01-23 17:24:00.000,Dan,Washing Machine,N,N,,,
ID1281,2015-01-23 17:41:16.800,Joe,Television,Y,Y,74.0,00:05:53.805000,2.0
ID1282,2015-01-23 17:41:16.800,Greg,Television,Y,Y,85.0,00:02:43.561000,3.0
ID1283,2015-01-23 17:44:09.600,Greg,Washing Machine,N,N,,,
ID1284,2015-01-23 17:44:09.600,Stewart,Toaster,N,N,,,
ID1285,2015-01-24 09:05:45.600,Dan,Toaster,N,N,,,
ID1286,2015-01-24 09:05:45.600,Diane,Television,Y,Y,48.0,00:06:36.237000,2.0
ID1287,2015-01-24 09:05:45.600,Joe,Toaster,Y,Y,57.0,00:04:31.865000,3.0
ID1288,2015-01-24 09:05:45.600,Jim,Fridge,Y,N,116.0,00:05:09.072000,3.0
ID1289,2015-01-24 09:12:57.600,Greg,Fridge,Y,Y,21.0,00:00:50.410000,1.0
ID1290,2015-01-24 09:12:57.600,Martha,Washing Machine,Y,Y,87.0,00:02:10.644000,3.0
ID1291,2015-01-24 09:20:09.600,Joe,Air Conditioner,Y,Y,42.0,00:03:56.384000,3.0
ID1292,2015-01-24 09:20:09.600,Greg,Air Conditioner,Y,Y,86.0,00:01:27.682000,1.0
ID1293,2015-01-24 09:24:28.800,Joe,Toaster,Y,Y,95.0,00:03:05.035000,5.0
ID1294,2015-01-24 09:24:28.800,Joe,Washing Machine,N,N,,,
ID1295,2015-01-24 09:54:43.200,Jim,Air Conditioner,Y,Y,109.0,00:05:46.677000,3.0
ID1296,2015-01-24 09:54:43.200,Greg,Toaster,N,N,,,
ID1297,2015-01-24 10:03:21.600,Greg,Fridge,Y,Y,104.0,00:05:35.382000,2.0
ID1298,2015-01-24 10:03:21.600,Martha,Toaster,Y,Y,123.0,00:01:55.425000,1.0
ID1299,2015-01-24 10:04:48.000,Martha,Television,Y,Y,72.0,00:05:11.050000,5.0
ID1300,2015-01-24 10:04:48.000,Jim,Air Conditioner,N,N,,,
ID1301,2015-01-24 10:04:48.000,Stewart,Washing Machine,Y,N,28.0,00:00:52.269000,4.0
ID1302,2015-01-24 10:04:48.000,Dan,Television,Y,Y,124.0,00:03:13.043000,4.0
ID1303,2015-01-24 10:29:16.800,Jim,Toaster,Y,Y,16.0,00:04:35.118000,4.0
ID1304,2015-01-24 10:29:16.800,Martha,Fridge,N,N,,,
ID1305,2015-01-24 10:32:09.600,Joe,Fridge,Y,Y,125.0,00:00:31.022000,3.0
ID1306,2015-01-24 10:32:09.600,Becky,Washing Machine,N,N,,,
ID1307,2015-01-24 11:11:02.400,Dan,Washing Machine,Y,Y,61.0,00:03:05.322000,3.0
ID1308,2015-01-24 11:11:02.400,Diane,Television,Y,Y,55.0,00:06:30.163000,1.0
ID1309,2015-01-24 11:42:43.200,Becky,Air Conditioner,Y,Y,41.0,00:03:53.877000,4.0
ID1310,2015-01-24 11:42:43.200,Greg,Washing Machine,Y,Y,81.0,00:06:19.335000,3.0
ID1311,2015-01-24 12:21:36.000,Stewart,Washing Machine,Y,Y,112.0,00:03:42.963000,3.0
ID1312,2015-01-24 12:21:36.000,Diane,Television,Y,Y,58.0,00:04:18.575000,4.0
ID1313,2015-01-24 12:25:55.200,Jim,Television,Y,N,61.0,00:00:42.269000,5.0
ID1314,2015-01-24 12:25:55.200,Becky,Toaster,Y,Y,51.0,00:06:44.006000,3.0
ID1315,2015-01-24 13:00:28.800,Jim,Television,Y,Y,102.0,00:03:59.196000,4.0
ID1316,2015-01-24 13:00:28.800,Joe,Toaster,Y,Y,19.0,00:05:43.444000,4.0
ID1317,2015-01-24 13:13:26.400,Dan,Television,Y,Y,33.0,00:03:05.961000,2.0
ID1318,2015-01-24 13:13:26.400,Joe,Air Conditioner,Y,Y,113.0,00:06:03.909000,3.0
ID1319,2015-01-24 14:15:21.600,Diane,Air Conditioner,Y,Y,28.0,00:03:49.715000,5.0
ID1320,2015-01-24 14:15:21.600,Dan,Air Conditioner,Y,Y,46.0,00:04:42.712000,1.0
ID1321,2015-01-24 14:45:36.000,Joe,Air Conditioner,Y,Y,76.0,00:01:08.603000,3.0
ID1322,2015-01-24 14:45:36.000,Diane,Air Conditioner,Y,Y,124.0,00:03:09.406000,2.0
ID1323,2015-01-24 14:47:02.400,Martha,Air Conditioner,Y,Y,96.0,00:04:29.976000,2.0
ID1324,2015-01-24 14:47:02.400,Greg,Television,Y,N,110.0,00:05:03.212000,5.0
ID1325,2015-01-24 15:48:57.600,Dan,Toaster,Y,Y,116.0,00:03:39.163000,5.0
ID1326,2015-01-24 15:48:57.600,Dan,Toaster,Y,Y,14.0,00:06:10.862000,5.0
ID1327,2015-01-24 15:59:02.400,Stewart,Fridge,Y,Y,53.0,00:06:00.636000,4.0
ID1328,2015-01-24 15:59:02.400,Joe,Television,Y,Y,37.0,00:04:48.909000,2.0
ID1329,2015-01-24 16:01:55.200,Greg,Fridge,Y,Y,68.0,00:00:42.917000,1.0
ID1330,2015-01-24 16:01:55.200,Greg,Television,Y,Y,43.0,00:03:09.892000,3.0
ID1331,2015-01-24 16:45:07.200,Greg,Air Conditioner,Y,Y,19.0,00:02:21.447000,3.0
ID1332,2015-01-24 16:45:07.200,Stewart,Air Conditioner,Y,Y,47.0,00:04:26.419000,3.0
ID1333,2015-01-24 17:16:48.000,Becky,Washing Machine,N,N,,,
ID1334,2015-01-24 17:16:48.000,Greg,Toaster,Y,Y,84.0,00:06:21.337000,4.0
ID1335,2015-01-24 17:25:26.400,Jim,Toaster,Y,Y,17.0,00:02:34.836000,1.0
ID1336,2015-01-24 17:25:26.400,Becky,Toaster,Y,Y,116.0,00:01:17.242000,4.0
ID1337,2015-01-24 17:54:14.400,Diane,Fridge,Y,Y,22.0,00:01:45.656000,4.0
ID1338,2015-01-24 17:54:14.400,Jim,Air Conditioner,Y,Y,10.0,00:06:12.714000,4.0
ID1339,2015-01-25 09:15:50.400,Dan,Television,Y,Y,76.0,00:01:32.135000,4.0
ID1340,2015-01-25 09:15:50.400,Joe,Toaster,Y,Y,104.0,00:06:36.350000,4.0
ID1341,2015-01-25 09:25:55.200,Jim,Television,Y,Y,44.0,00:06:49.660000,3.0
ID1342,2015-01-25 09:25:55.200,Jim,Fridge,Y,Y,24.0,00:03:40.389000,5.0
ID1343,2015-01-25 09:33:07.200,Dan,Air Conditioner,Y,Y,40.0,00:06:56.925000,3.0
ID1344,2015-01-25 09:33:07.200,Becky,Toaster,Y,Y,57.0,00:05:45.179000,4.0
ID1345,2015-01-25 09:37:26.400,Stewart,Air Conditioner,Y,Y,19.0,00:06:22.841000,3.0
ID1346,2015-01-25 09:37:26.400,Martha,Television,Y,Y,55.0,00:06:35.060000,3.0
ID1347,2015-01-25 10:10:33.600,Martha,Washing Machine,Y,Y,102.0,00:05:13.374000,5.0
ID1348,2015-01-25 10:10:33.600,Joe,Toaster,Y,N,123.0,00:00:37.564000,3.0
ID1349,2015-01-25 10:27:50.400,Diane,Fridge,N,N,,,
ID1350,2015-01-25 10:27:50.400,Joe,Washing Machine,N,N,,,
ID1351,2015-01-25 10:42:14.400,Joe,Television,Y,Y,115.0,00:05:58.132000,4.0
ID1352,2015-01-25 10:42:14.400,Dan,Air Conditioner,Y,Y,53.0,00:06:05.379000,5.0
ID1353,2015-01-25 11:03:50.400,Diane,Air Conditioner,Y,Y,61.0,00:02:04.592000,5.0
ID1354,2015-01-25 11:03:50.400,Diane,Air Conditioner,Y,Y,99.0,00:05:33.245000,5.0
ID1355,2015-01-25 11:42:43.200,Greg,Fridge,N,N,,,
ID1356,2015-01-25 11:42:43.200,Greg,Toaster,Y,N,57.0,00:02:26.300000,3.0
ID1357,2015-01-25 11:48:28.800,Diane,Washing Machine,Y,Y,24.0,00:04:42.744000,3.0
ID1358,2015-01-25 11:48:28.800,Stewart,Washing Machine,Y,Y,75.0,00:01:43.087000,4.0
ID1359,2015-01-25 11:54:14.400,Joe,Washing Machine,Y,Y,72.0,00:05:30.576000,4.0
ID1360,2015-01-25 11:54:14.400,Stewart,Toaster,Y,Y,73.0,00:03:14.303000,4.0
ID1361,2015-01-25 11:54:14.400,Martha,Toaster,Y,N,105.0,00:03:05.382000,4.0
ID1362,2015-01-25 11:54:14.400,Greg,Air Conditioner,Y,Y,75.0,00:03:45.180000,3.0
ID1363,2015-01-25 12:00:00.000,Becky,Toaster,Y,Y,29.0,00:04:49.281000,4.0
ID1364,2015-01-25 12:00:00.000,Stewart,Air Conditioner,Y,Y,41.0,00:01:42.786000,1.0
ID1365,2015-01-25 12:10:04.800,Martha,Fridge,Y,Y,93.0,00:03:10.775000,4.0
ID1366,2015-01-25 12:10:04.800,Jim,Fridge,N,N,,,
ID1367,2015-01-25 12:12:57.600,Dan,Fridge,Y,Y,73.0,00:05:35.455000,3.0
ID1368,2015-01-25 12:12:57.600,Stewart,Television,N,N,,,
ID1369,2015-01-25 12:18:43.200,Greg,Toaster,Y,Y,112.0,00:01:21.422000,4.0
